text,label
Breaking: You can erase all debt in 30 days legally! Get our free guide.,spam
"Hi Amanda, can you review the pull request I submitted? Let me know if you have questions.",ham
The homework assignment is due Saturday. Please submit via the portal by midnight.,ham
,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-577848.com,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Meet beautiful Latin women seeking marriage. Visit http://bride-835211.com,spam
Refinance your mortgage! Get $76239 cash back. No credit check needed.,spam
"Hi Emily, can you review the pull request I submitted? Let me know if you have questions.",ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Congratulations! You've won a $14856 prize. Click here to claim: http://prize-137984.com,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Thanks for your email. I'll get back to you by end of day Sunday.,ham
The library book you reserved is now available for pickup. Expires Wednesday.,ham
URGENT: Your account has been suspended. Verify now at http://secure-228834.net,spam
CLAIM NOW: You've been chosen for a $63552 Amazon gift card!,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
,ham
Your doctor's appointment is confirmed for Thursday at 10:30 AM.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-961803.com,spam
The library book you reserved is now available for pickup. Expires Monday.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-615487.com,spam
,spam
Your computer has a virus! Call 1-800-223306 immediately for free removal.,spam
Lose 32 lbs in 16 days GUARANTEED! Our miracle pill works instantly.,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-321528.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
CLAIM NOW: You've been chosen for a $32330 Amazon gift card!,spam
The conference call recording from Wednesday is now available in the shared folder.,ham
I've booked a table for 8 at 3:30 PM on Monday. Let me know if plans change.,ham
Your PayPal account is limited. Verify immediately: http://paypal-283034.com,spam
The homework assignment is due next week. Please submit via the portal by midnight.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi Michael, your subscription renews on Friday. Let us know if you'd like to make changes.",ham
You have been selected for a $68860 cash reward. Act fast! Expires soon.,spam
Thanks for your email. I'll get back to you by end of day Wednesday.,ham
"Hi Emily, your insurance renewal is due on the 20th. Review your policy attached.",ham
"Hi team, please welcome Ashley who is joining us as the new Software Engineer starting the 15th.",ham
Earn $24950 daily with crypto! Bitcoin investment guaranteed returns.,spam
Meet beautiful European women seeking marriage. Visit http://bride-386396.com,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-855829.com,spam
Exclusive offer for you: Get 90% off everything at http://shop-936763.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Lose 30 lbs in 30 days GUARANTEED! Our miracle pill works instantly.,spam
,ham
Your flight 557082 to Berlin departs at 5:00 PM on Tuesday. Check-in opens 24h before.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-287451.com,spam
You owe $86242 in taxes. Pay immediately or face arrest. IRS Notice #244795.,spam
Thanks for your email. I'll get back to you by end of day Monday.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
The homework assignment is due Wednesday. Please submit via the portal by midnight.,ham
The homework assignment is due Sunday. Please submit via the portal by midnight.,ham
The library book you reserved is now available for pickup. Expires Tuesday.,ham
,spam
The quarterly budget review is scheduled for tomorrow. Please prepare your department numbers.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
"Hi Jessica, just checking in about the meeting scheduled for next week at 6:30 PM.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-006239.com,spam
Monthly newsletter: Here's what happened in our community this June.,ham
Your order #195663 has been shipped. Expected delivery: Monday.,ham
Thanks for your email. I'll get back to you by end of day Monday.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-183067.net,spam
You owe $15483 in taxes. Pay immediately or face arrest. IRS Notice #110797.,spam
The quarterly budget review is scheduled for Tuesday. Please prepare your department numbers.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-529751.net,spam
The homework assignment is due tomorrow. Please submit via the portal by midnight.,ham
"Hi Ashley, your subscription renews on next week. Let us know if you'd like to make changes.",ham
Refinance your mortgage! Get $39671 cash back. No credit check needed.,spam
Send this to 20 people and receive $64551 from Bill Gates!,spam
Just a reminder that rent is due on the Sundayth. Please transfer at your convenience.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-790422.com,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
,ham
,spam
Nigerian prince needs your help. Transfer $66239 for $499616 reward.,spam
FYI ? the project deadline has been moved to Tuesday. Please update your plans.,ham
Exclusive offer for you: Get 90% off everything at http://shop-337399.com,spam
CLAIM NOW: You've been chosen for a $75049 Amazon gift card!,spam
The homework assignment is due Sunday. Please submit via the portal by midnight.,ham
Meet beautiful European women seeking marriage. Visit http://bride-504102.com,spam
The conference call recording from Friday is now available in the shared folder.,ham
The quarterly budget review is scheduled for Sunday. Please prepare your department numbers.,ham
"Hi David, just checking in about the meeting scheduled for Wednesday at 10:30 AM.",ham
CLAIM NOW: You've been chosen for a $41146 Amazon gift card!,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-664320.com,spam
Nigerian prince needs your help. Transfer $82560 for $306754 reward.,
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-958066.com,spam
"Hey, are you free this weekend? A few of us are planning a hike on the 20th.",ham
"Hi James, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Hot singles in your area are waiting! Meet them tonight at http://date-897215.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
The quarterly budget review is scheduled for tomorrow. Please prepare your department numbers.,ham
Monthly newsletter: Here's what happened in our community this July.,ham
FYI ? the project deadline has been moved to Monday. Please update your plans.,ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
"Hi John, your insurance renewal is due on Monday. Review your policy attached.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-948377.com,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-688658.net,spam
Thanks for attending the webinar! The recording and slides are attached.,ham
,ham
Happy birthday Amanda! Hope you have a wonderful day.,ham
"Hi team, please welcome Ashley who is joining us as the new Marketing Manager starting tomorrow.",
Please find attached the report for Q2 as discussed in our last meeting.,ham
Your computer has a virus! Call 1-800-867152 immediately for free removal.,spam
You have been selected for a $16678 cash reward. Act fast! Expires soon.,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-102451.com,spam
"Hi David, just checking in about the meeting scheduled for Wednesday at 9:00 AM.",ham
Your doctor's appointment is confirmed for Saturday at 9:00 AM.,ham
Lose 30 lbs in 13 days GUARANTEED! Our miracle pill works instantly.,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
"Hi Michael, can you review the pull request I submitted? Let me know if you have questions.",ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Your package is held at customs. Pay $89156 fee: http://customs-586794.com,spam
Just a reminder that rent is due on the Mondayth. Please transfer at your convenience.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
CLAIM NOW: You've been chosen for a $65256 Amazon gift card!,spam
Your doctor's appointment is confirmed for the 15th at 9:00 AM.,ham
Your order #984406 has been shipped. Expected delivery: the 20th.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-293784.com,spam
The conference call recording from Saturday is now available in the shared folder.,ham
Can we reschedule our Tuesday call? I have a conflict in the morning.,ham
Meet beautiful Russian women seeking marriage. Visit http://bride-818984.com,spam
Hot singles in your area are waiting! Meet them tonight at http://date-355289.com,spam
Your PayPal account is limited. Verify immediately: http://paypal-133203.com,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-495300.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-539659.com,spam
Please find attached the report for Q4 as discussed in our last meeting.,ham
Happy birthday Robert! Hope you have a wonderful day.,ham
Happy birthday David! Hope you have a wonderful day.,ham
"Hi Robert, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Make $61808 per day working from home! No experience needed. Join now!,spam
You owe $97692 in taxes. Pay immediately or face arrest. IRS Notice #264816.,spam
Please review and sign the attached NDA before our meeting on Thursday.,ham
,spam
Just a reminder that rent is due on the Wednesdayth. Please transfer at your convenience.,ham
Please find attached the report for Q3 as discussed in our last meeting.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-394570.com,spam
Can we reschedule our Saturday call? I have a conflict in the morning.,ham
Your doctor's appointment is confirmed for Wednesday at 2:00 PM.,ham
Exclusive offer for you: Get 90% off everything at http://shop-722560.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-144662.com,spam
Congratulations! You've won a $82743 prize. Click here to claim: http://prize-514607.com,spam
,spam
Congratulations! You've won a $85147 prize. Click here to claim: http://prize-796496.com,spam
Dinner at 2:00 PM tonight? I was thinking we could try that new Italian place.,ham
,ham
Monthly newsletter: Here's what happened in our community this July.,ham
Nigerian prince needs your help. Transfer $89942 for $157543 reward.,spam
Dinner at 5:00 PM tonight? I was thinking we could try that new Italian place.,ham
The library book you reserved is now available for pickup. Expires tomorrow.,ham
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,
Send this to 11 people and receive $20284 from Bill Gates!,spam
"Hi team, please welcome Sarah who is joining us as the new Data Analyst starting the 20th.",ham
FYI ? the project deadline has been moved to Friday. Please update your plans.,ham
Your package is held at customs. Pay $92343 fee: http://customs-191825.com,spam
The homework assignment is due Friday. Please submit via the portal by midnight.,ham
"Hi Amanda, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Thanks for your email. I'll get back to you by end of day the 20th.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Saturday.",ham
Thanks for attending the webinar! The recording and slides are attached.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-039221.com,spam
"Hi Michael, just checking in about the meeting scheduled for the 20th at 5:00 PM.",ham
Meet beautiful Asian women seeking marriage. Visit http://bride-964260.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-969357.com,spam
Your order #275942 has been shipped. Expected delivery: tomorrow.,ham
CLAIM NOW: You've been chosen for a $64961 Amazon gift card!,spam
WINNER! Your email won our lottery. Send bank details to collect $4698.,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi Ashley, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
Meet beautiful European women seeking marriage. Visit http://bride-762542.com,spam
Lose 49 lbs in 19 days GUARANTEED! Our miracle pill works instantly.,spam
Your doctor's appointment is confirmed for Sunday at 3:30 PM.,ham
"Hey, are you free this weekend? A few of us are planning a hike on Saturday.",ham
I've booked a table for 7 at noon on Sunday. Let me know if plans change.,ham
FYI ? the project deadline has been moved to Wednesday. Please update your plans.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-492531.com,spam
Dinner at 9:00 AM tonight? I was thinking we could try that new Italian place.,ham
Your doctor's appointment is confirmed for Saturday at 3:30 PM.,ham
Make $12005 per day working from home! No experience needed. Join now!,spam
You owe $76774 in taxes. Pay immediately or face arrest. IRS Notice #274381.,spam
Your flight 222446 to London departs at 5:00 PM on Wednesday. Check-in opens 24h before.,ham
Make $2287 per day working from home! No experience needed. Join now!,spam
Dinner at 3:30 PM tonight? I was thinking we could try that new Italian place.,ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
WINNER! Your email won our lottery. Send bank details to collect $30662.,spam
Lose 18 lbs in 27 days GUARANTEED! Our miracle pill works instantly.,spam
"Hey, are you free this weekend? A few of us are planning a hike on Friday.",ham
"Hi Robert, your insurance renewal is due on the 20th. Review your policy attached.",ham
Your package is held at customs. Pay $92570 fee: http://customs-621372.com,spam
WINNER! Your email won our lottery. Send bank details to collect $6758.,spam
"Hi Jessica, your subscription renews on the 20th. Let us know if you'd like to make changes.",ham
You have been selected for a $76953 cash reward. Act fast! Expires soon.,spam
"Hi David, just checking in about the meeting scheduled for Monday at 2:00 PM.",ham
Nigerian prince needs your help. Transfer $58413 for $391562 reward.,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Your flight 753418 to Chicago departs at 6:30 PM on Tuesday. Check-in opens 24h before.,ham
CLAIM NOW: You've been chosen for a $18219 Amazon gift card!,spam
Happy birthday James! Hope you have a wonderful day.,ham
You have been selected for a $31606 cash reward. Act fast! Expires soon.,spam
The quarterly budget review is scheduled for tomorrow. Please prepare your department numbers.,ham
Meet beautiful Latin women seeking marriage. Visit http://bride-900631.com,spam
Earn $57472 daily with crypto! Bitcoin investment guaranteed returns.,spam
CLAIM NOW: You've been chosen for a $71538 Amazon gift card!,spam
The library book you reserved is now available for pickup. Expires Wednesday.,ham
Your order #928515 has been shipped. Expected delivery: Friday.,ham
WINNER! Your email won our lottery. Send bank details to collect $9081.,
"Hi Sarah, your subscription renews on Tuesday. Let us know if you'd like to make changes.",ham
Refinance your mortgage! Get $98283 cash back. No credit check needed.,spam
Your package is held at customs. Pay $30826 fee: http://customs-763882.com,
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-807154.com,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-941264.net,spam
WINNER! Your email won our lottery. Send bank details to collect $83801.,spam
"Hi team, please welcome Ashley who is joining us as the new Data Analyst starting Monday.",ham
,spam
"Hi Sarah, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Happy birthday Jessica! Hope you have a wonderful day.,ham
,ham
The quarterly budget review is scheduled for the 15th. Please prepare your department numbers.,ham
Your PayPal account is limited. Verify immediately: http://paypal-493266.com,spam
I've booked a table for 6 at noon on Saturday. Let me know if plans change.,ham
Make $21964 per day working from home! No experience needed. Join now!,spam
Your package is held at customs. Pay $59203 fee: http://customs-531805.com,spam
Your flight 766062 to Chicago departs at noon on the 15th. Check-in opens 24h before.,ham
The library book you reserved is now available for pickup. Expires the 15th.,ham
Please review and sign the attached NDA before our meeting on the 20th.,ham
Reminder: Team standup is at 2:00 PM today. Agenda in the shared doc.,ham
WINNER! Your email won our lottery. Send bank details to collect $66514.,spam
,spam
You owe $15038 in taxes. Pay immediately or face arrest. IRS Notice #931837.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
"Hey, are you free this weekend? A few of us are planning a hike on Sunday.",ham
The library book you reserved is now available for pickup. Expires Thursday.,ham
,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-957900.net,spam
Refinance your mortgage! Get $43843 cash back. No credit check needed.,spam
You owe $68489 in taxes. Pay immediately or face arrest. IRS Notice #739774.,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Meet beautiful European women seeking marriage. Visit http://bride-163211.com,spam
"Hi team, please welcome Amanda who is joining us as the new Data Analyst starting Tuesday.",ham
Earn $25397 daily with crypto! Bitcoin investment guaranteed returns.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
"Hi Emily, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
The homework assignment is due the 15th. Please submit via the portal by midnight.,ham
"Hi Jessica, can you review the pull request I submitted? Let me know if you have questions.",ham
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
The homework assignment is due tomorrow. Please submit via the portal by midnight.,ham
The conference call recording from Monday is now available in the shared folder.,ham
"Hi Jessica, your insurance renewal is due on next week. Review your policy attached.",ham
Nigerian prince needs your help. Transfer $89515 for $382498 reward.,spam
Your computer has a virus! Call 1-800-273545 immediately for free removal.,spam
"Hi Emily, your insurance renewal is due on Wednesday. Review your policy attached.",ham
Your order #860437 has been shipped. Expected delivery: tomorrow.,
You owe $23741 in taxes. Pay immediately or face arrest. IRS Notice #620443.,spam
CLAIM NOW: You've been chosen for a $35127 Amazon gift card!,spam
Happy birthday Amanda! Hope you have a wonderful day.,ham
Your doctor's appointment is confirmed for the 20th at 5:00 PM.,ham
"Hi David, your subscription renews on next week. Let us know if you'd like to make changes.",ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Congratulations! You've won a $74755 prize. Click here to claim: http://prize-196939.com,spam
Your computer has a virus! Call 1-800-999173 immediately for free removal.,spam
Thanks for attending the webinar! The recording and slides are attached.,ham
"Hi team, please welcome Jessica who is joining us as the new Product Manager starting the 20th.",ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-329016.com,
,ham
You have been selected for a $54227 cash reward. Act fast! Expires soon.,spam
"Hey, are you free this weekend? A few of us are planning a hike on Thursday.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-893326.com,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-012796.net,spam
,spam
The library book you reserved is now available for pickup. Expires the 20th.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Thanks for your email. I'll get back to you by end of day Wednesday.,ham
Your PayPal account is limited. Verify immediately: http://paypal-762983.com,spam
"Hi team, please welcome Emily who is joining us as the new Software Engineer starting Tuesday.",ham
Thanks for attending the webinar! The recording and slides are attached.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-734467.net,spam
Dinner at noon tonight? I was thinking we could try that new Italian place.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-629620.com,spam
I've booked a table for 3 at 5:00 PM on Sunday. Let me know if plans change.,ham
Your package is held at customs. Pay $99537 fee: http://customs-575124.com,
CLAIM NOW: You've been chosen for a $96920 Amazon gift card!,spam
"Hi Robert, just checking in about the meeting scheduled for the 15th at 6:30 PM.",ham
Please find attached the report for Q3 as discussed in our last meeting.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-690674.com,spam
Your package is held at customs. Pay $76682 fee: http://customs-804450.com,spam
You owe $12297 in taxes. Pay immediately or face arrest. IRS Notice #368474.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
Happy birthday John! Hope you have a wonderful day.,ham
Free trial of our premium service. No credit card needed. Sign up: http://free-020304.com,spam
Monthly newsletter: Here's what happened in our community this September.,ham
The library book you reserved is now available for pickup. Expires next week.,ham
Please find attached the report for Q3 as discussed in our last meeting.,ham
Make $51729 per day working from home! No experience needed. Join now!,
FREE iPhone 16 Pro! Limited offer. Reply YES to claim yours now!,spam
Your order #963360 has been shipped. Expected delivery: Tuesday.,ham
Your doctor's appointment is confirmed for the 15th at 10:30 AM.,ham
CLAIM NOW: You've been chosen for a $19653 Amazon gift card!,spam
Your order #866775 has been shipped. Expected delivery: Wednesday.,ham
,spam
Your package is held at customs. Pay $30882 fee: http://customs-976309.com,spam
,ham
The invoice #898916 for $47805 is attached. Please process by Tuesday.,ham
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
Just a reminder that rent is due on the Tuesdayth. Please transfer at your convenience.,ham
Exclusive offer for you: Get 90% off everything at http://shop-771400.com,spam
Please review and sign the attached NDA before our meeting on Monday.,ham
Reminder: Team standup is at 3:30 PM today. Agenda in the shared doc.,ham
You owe $27474 in taxes. Pay immediately or face arrest. IRS Notice #992879.,spam
The homework assignment is due Tuesday. Please submit via the portal by midnight.,ham
Thanks for your email. I'll get back to you by end of day tomorrow.,ham
Your computer has a virus! Call 1-800-006425 immediately for free removal.,spam
Nigerian prince needs your help. Transfer $16677 for $184084 reward.,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-607626.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Your package is held at customs. Pay $50260 fee: http://customs-347557.com,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Your order #645604 has been shipped. Expected delivery: Wednesday.,ham
Earn $82050 daily with crypto! Bitcoin investment guaranteed returns.,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
,spam
"Hi Michael, can you review the pull request I submitted? Let me know if you have questions.",ham
Lose 34 lbs in 10 days GUARANTEED! Our miracle pill works instantly.,spam
Can we reschedule our the 20th call? I have a conflict in the morning.,ham
Can we reschedule our next week call? I have a conflict in the morning.,ham
"Hi Jessica, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
"Hi James, I wanted to follow up on the proposal I sent last week. Any feedback?",ham
URGENT: Your account has been suspended. Verify now at http://secure-174890.net,spam
Your PayPal account is limited. Verify immediately: http://paypal-816759.com,spam
The invoice #471742 for $25402 is attached. Please process by Monday.,ham
Your order #373695 has been shipped. Expected delivery: the 15th.,ham
Hot singles in your area are waiting! Meet them tonight at http://date-839525.com,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-777118.com,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-548121.com,spam
FREE iPhone 14! Limited offer. Reply YES to claim yours now!,spam
WINNER! Your email won our lottery. Send bank details to collect $45962.,spam
Thanks for your email. I'll get back to you by end of day Thursday.,ham
Lose 25 lbs in 14 days GUARANTEED! Our miracle pill works instantly.,spam
Exclusive offer for you: Get 90% off everything at http://shop-299275.com,spam
"Hi James, just checking in about the meeting scheduled for Monday at noon.",ham
Free trial of our premium service. No credit card needed. Sign up: http://free-615814.com,spam
Meet beautiful Latin women seeking marriage. Visit http://bride-327315.com,spam
You have been selected for a $99412 cash reward. Act fast! Expires soon.,spam
"Hey, are you free this weekend? A few of us are planning a hike on next week.",ham
"Hi Jessica, can you review the pull request I submitted? Let me know if you have questions.",ham
"Hi team, please welcome James who is joining us as the new Product Manager starting Monday.",ham
Your computer has a virus! Call 1-800-748016 immediately for free removal.,spam
FYI ? the project deadline has been moved to tomorrow. Please update your plans.,ham
URGENT: Your account has been suspended. Verify now at http://secure-466614.net,spam
"Cheap meds online! V!@GRA, C!AL!S and more. Discreet shipping. Order now!",spam
The quarterly budget review is scheduled for the 15th. Please prepare your department numbers.,ham
Nigerian prince needs your help. Transfer $28701 for $357265 reward.,spam
,spam
Lose 20 lbs in 17 days GUARANTEED! Our miracle pill works instantly.,spam
You owe $15675 in taxes. Pay immediately or face arrest. IRS Notice #156862.,spam
,spam
URGENT: Your account has been suspended. Verify now at http://secure-823696.net,
,ham
"Hi team, please welcome Jessica who is joining us as the new Software Engineer starting Sunday.",ham
Refinance your mortgage! Get $64035 cash back. No credit check needed.,spam
Nigerian prince needs your help. Transfer $8542 for $246801 reward.,spam
"Hi Amanda, just checking in about the meeting scheduled for next week at noon.",ham
Meet beautiful Latin women seeking marriage. Visit http://bride-147973.com,spam
Please find attached the report for Q3 as discussed in our last meeting.,ham
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-299687.net,spam
Your computer has a virus! Call 1-800-524555 immediately for free removal.,spam
"Your password was recently changed. If this wasn't you, contact support immediately.",ham
Meet beautiful Latin women seeking marriage. Visit http://bride-792513.com,spam
CLAIM NOW: You've been chosen for a $3437 Amazon gift card!,spam
Thanks for your email. I'll get back to you by end of day Saturday.,ham
Exclusive offer for you: Get 90% off everything at http://shop-938970.com,spam
Lose 17 lbs in 8 days GUARANTEED! Our miracle pill works instantly.,spam
You owe $36009 in taxes. Pay immediately or face arrest. IRS Notice #099414.,spam
,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-357967.net,spam
Send this to 16 people and receive $39791 from Bill Gates!,spam
The conference call recording from Tuesday is now available in the shared folder.,ham
You have been selected for a $4098 cash reward. Act fast! Expires soon.,spam
You owe $41583 in taxes. Pay immediately or face arrest. IRS Notice #732759.,
"Hi Robert, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Dinner at 9:00 AM tonight? I was thinking we could try that new Italian place.,ham
The homework assignment is due Wednesday. Please submit via the portal by midnight.,ham
Your order #910385 has been shipped. Expected delivery: the 20th.,ham
Prescription drugs at 80% off. No prescription needed! http://pharmacy-678812.com,spam
,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-681594.com,spam
You owe $73982 in taxes. Pay immediately or face arrest. IRS Notice #220949.,spam
CLAIM NOW: You've been chosen for a $80188 Amazon gift card!,spam
Please find attached the report for Q1 as discussed in our last meeting.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
,spam
Double your investment in 24 hours with our secret trading algorithm!,spam
Exclusive offer for you: Get 90% off everything at http://shop-513711.com,spam
Here's the summary of today's meeting. Action items are highlighted in yellow.,ham
I've booked a table for 3 at 9:00 AM on Sunday. Let me know if plans change.,ham
Your computer has a virus! Call 1-800-460406 immediately for free removal.,spam
,spam
Your computer has a virus! Call 1-800-174811 immediately for free removal.,spam
Make $34729 per day working from home! No experience needed. Join now!,spam
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
You owe $67638 in taxes. Pay immediately or face arrest. IRS Notice #516122.,spam
You have been selected for a $13704 cash reward. Act fast! Expires soon.,spam
LAST CHANCE: Confirm your subscription or lose access. Click: http://sub-549469.net,spam
,ham
Just a reminder that rent is due on the Thursdayth. Please transfer at your convenience.,ham
Quick question ? did you get a chance to look at the spreadsheet I sent?,ham
Your PayPal account is limited. Verify immediately: http://paypal-154526.com,spam
"Hi David, your insurance renewal is due on Tuesday. Review your policy attached.",ham
"Hi Michael, your subscription renews on the 15th. Let us know if you'd like to make changes.",ham
Thanks for your email. I'll get back to you by end of day tomorrow.,ham
Monthly newsletter: Here's what happened in our community this June.,ham
"Hi Jessica, your insurance renewal is due on Saturday. Review your policy attached.",
Please review and sign the attached NDA before our meeting on tomorrow.,ham
Congratulations! You've won a $31071 prize. Click here to claim: http://prize-369995.com,spam
Prescription drugs at 80% off. No prescription needed! http://pharmacy-279805.com,spam
FYI ? the project deadline has been moved to Tuesday. Please update your plans.,ham
Make $54272 per day working from home! No experience needed. Join now!,spam
,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-707403.com,spam
Your computer has a virus! Call 1-800-955990 immediately for free removal.,spam
Your computer has a virus! Call 1-800-352287 immediately for free removal.,spam
"Hi team, please welcome Sarah who is joining us as the new Product Manager starting Saturday.",ham
The library book you reserved is now available for pickup. Expires Saturday.,ham
Your order #612514 has been shipped. Expected delivery: Friday.,
Earn $84915 daily with crypto! Bitcoin investment guaranteed returns.,spam
The library book you reserved is now available for pickup. Expires Sunday.,ham
You have been selected for a $49350 cash reward. Act fast! Expires soon.,spam
Exclusive offer for you: Get 90% off everything at http://shop-640473.com,spam
,spam
Meet beautiful Asian women seeking marriage. Visit http://bride-372346.com,spam
The homework assignment is due the 20th. Please submit via the portal by midnight.,ham
Reminder: Team standup is at noon today. Agenda in the shared doc.,ham
Double your investment in 24 hours with our secret trading algorithm!,spam
Make $3370 per day working from home! No experience needed. Join now!,spam
Free trial of our premium service. No credit card needed. Sign up: http://free-904902.com,spam
Nigerian prince needs your help. Transfer $2234 for $288425 reward.,spam
Your package is held at customs. Pay $39329 fee: http://customs-556168.com,spam
Lose 24 lbs in 23 days GUARANTEED! Our miracle pill works instantly.,spam
Exclusive offer for you: Get 90% off everything at http://shop-436023.com,spam
Make $35390 per day working from home! No experience needed. Join now!,spam
"Hi team, please welcome David who is joining us as the new Marketing Manager starting Saturday.",ham
Please find attached the report for Q2 as discussed in our last meeting.,ham
WINNER! Your email won our lottery. Send bank details to collect $41715.,spam
WINNER! Your email won our lottery. Send bank details to collect $83179.,spam
,spam
"Hi team, please welcome David who is joining us as the new Data Analyst starting Thursday.",ham
Reminder: Team standup is at 10:30 AM today. Agenda in the shared doc.,ham
Your order #671603 has been shipped. Expected delivery: Wednesday.,ham
